b'BLOCKS2003.nc',b'869',b'NA'
b'BLOCKS1988.nc',b'344',b'NA'
b'BLOCKS1996.nc',b'377',b'SP'
b'BLOCKS2001.nc',b'127',b'SA'
b'BLOCKS2015.nc',b'1064',b'NP'
b'BLOCKS1983.nc',b'591',b'SI'
b'BLOCKS2003.nc',b'964',b'SA'
b'BLOCKS1995.nc',b'157',b'NC'
b'BLOCKS2006.nc',b'116',b'NA'
b'BLOCKS1991.nc',b'822',b'NP'
b'BLOCKS2006.nc',b'233',b'SP'
b'BLOCKS2011.nc',b'1113',b'SP'
b'BLOCKS1988.nc',b'1046',b'NA'
b'BLOCKS2010.nc',b'920',b'NA'
b'BLOCKS2007.nc',b'1329',b'NP'
b'BLOCKS2014.nc',b'119',b'NC'
b'BLOCKS1993.nc',b'1358',b'NP'
b'BLOCKS2015.nc',b'126',b'NC'
b'BLOCKS1998.nc',b'278',b'SI'
b'BLOCKS1996.nc',b'288',b'SA'
b'BLOCKS2011.nc',b'448',b'NC'
b'BLOCKS1985.nc',b'1334',b'NA'
b'BLOCKS1994.nc',b'582',b'NP'
b'BLOCKS1987.nc',b'1081',b'NP'
b'BLOCKS1982.nc',b'1182',b'NP'
b'BLOCKS1989.nc',b'1449',b'SI'
b'BLOCKS2005.nc',b'1320',b'SP'
b'BLOCKS1985.nc',b'16',b'SP'
b'BLOCKS1997.nc',b'225',b'SI'
b'BLOCKS1995.nc',b'126',b'SP'
b'BLOCKS2000.nc',b'1037',b'SP'
b'BLOCKS1983.nc',b'754',b'SP'
b'BLOCKS2005.nc',b'270',b'SI'
b'BLOCKS1988.nc',b'1309',b'NP'
b'BLOCKS2016.nc',b'622',b'NA'
b'BLOCKS2011.nc',b'1114',b'NA'
b'BLOCKS2009.nc',b'983',b'NC'
b'BLOCKS1985.nc',b'699',b'NA'
b'BLOCKS1986.nc',b'969',b'NA'
b'BLOCKS1993.nc',b'1380',b'NA'
b'BLOCKS1994.nc',b'1137',b'SP'
b'BLOCKS2004.nc',b'1099',b'NP'
b'BLOCKS2000.nc',b'250',b'NC'
b'BLOCKS2001.nc',b'1318',b'NP'
b'BLOCKS1991.nc',b'847',b'SA'
b'BLOCKS1996.nc',b'1222',b'NP'
b'BLOCKS2011.nc',b'1138',b'SP'
b'BLOCKS1990.nc',b'542',b'SP'
b'BLOCKS2014.nc',b'1269',b'NA'
b'BLOCKS2004.nc',b'540',b'NP'
b'BLOCKS1997.nc',b'374',b'NA'
b'BLOCKS2016.nc',b'187',b'SA'
b'BLOCKS1980.nc',b'951',b'NA'
b'BLOCKS1992.nc',b'73',b'SI'
b'BLOCKS1980.nc',b'147',b'NP'
b'BLOCKS2015.nc',b'1080',b'SI'
b'BLOCKS1980.nc',b'1342',b'NA'
b'BLOCKS1986.nc',b'459',b'NA'
b'BLOCKS1988.nc',b'947',b'SP'
b'BLOCKS1993.nc',b'1296',b'NC'
b'BLOCKS1992.nc',b'1438',b'SA'
b'BLOCKS1980.nc',b'421',b'SI'
b'BLOCKS1990.nc',b'49',b'SP'
b'BLOCKS1980.nc',b'1359',b'NP'
b'BLOCKS1990.nc',b'472',b'NP'
b'BLOCKS1998.nc',b'1440',b'SI'
b'BLOCKS2011.nc',b'391',b'NC'
b'BLOCKS1984.nc',b'141',b'SP'
b'BLOCKS2002.nc',b'1158',b'NP'
b'BLOCKS1996.nc',b'1090',b'NP'
b'BLOCKS1988.nc',b'1369',b'SI'
b'BLOCKS2000.nc',b'1242',b'NA'
b'BLOCKS2014.nc',b'1426',b'SI'
b'BLOCKS1992.nc',b'1454',b'SP'
b'BLOCKS1995.nc',b'1124',b'NA'
b'BLOCKS2012.nc',b'1144',b'NC'
b'BLOCKS1984.nc',b'343',b'SI'
b'BLOCKS2012.nc',b'266',b'SP'
b'BLOCKS1991.nc',b'705',b'SP'
b'BLOCKS1998.nc',b'276',b'NA'
b'BLOCKS2001.nc',b'164',b'NP'
b'BLOCKS2010.nc',b'103',b'SP'
b'BLOCKS2010.nc',b'1367',b'NA'
b'BLOCKS2001.nc',b'445',b'NP'
b'BLOCKS1986.nc',b'592',b'NP'
b'BLOCKS2003.nc',b'1096',b'NP'
b'BLOCKS2003.nc',b'73',b'SP'
b'BLOCKS1993.nc',b'255',b'NC'
b'BLOCKS2009.nc',b'1122',b'NC'
b'BLOCKS1990.nc',b'317',b'NP'
b'BLOCKS1992.nc',b'1164',b'SI'
b'BLOCKS1984.nc',b'920',b'NA'
b'BLOCKS1981.nc',b'31',b'SP'
b'BLOCKS2007.nc',b'545',b'SI'
b'BLOCKS1987.nc',b'16',b'NA'
b'BLOCKS2013.nc',b'1260',b'SP'
b'BLOCKS2003.nc',b'1351',b'NA'
b'BLOCKS1993.nc',b'17',b'SA'
b'BLOCKS2003.nc',b'1107',b'NP'
b'BLOCKS1995.nc',b'1329',b'NA'
b'BLOCKS2014.nc',b'174',b'SP'
b'BLOCKS1980.nc',b'1249',b'NA'
b'BLOCKS1989.nc',b'779',b'NA'
b'BLOCKS1984.nc',b'550',b'NA'
b'BLOCKS1991.nc',b'1250',b'NP'
b'BLOCKS1984.nc',b'15',b'SP'
b'BLOCKS2000.nc',b'998',b'NP'
b'BLOCKS1981.nc',b'1387',b'NC'
b'BLOCKS2004.nc',b'1327',b'SA'
b'BLOCKS1997.nc',b'628',b'SA'
b'BLOCKS2004.nc',b'1147',b'NA'
b'BLOCKS2013.nc',b'1275',b'NP'
b'BLOCKS1987.nc',b'361',b'NA'
b'BLOCKS2009.nc',b'980',b'SI'
b'BLOCKS1995.nc',b'706',b'SA'
b'BLOCKS1996.nc',b'1235',b'SA'
b'BLOCKS1995.nc',b'1235',b'NA'
b'BLOCKS2002.nc',b'1145',b'NA'
b'BLOCKS1987.nc',b'1302',b'NA'
b'BLOCKS2012.nc',b'53',b'NP'
b'BLOCKS1980.nc',b'54',b'SI'
b'BLOCKS1993.nc',b'541',b'NC'
b'BLOCKS1986.nc',b'669',b'NA'
b'BLOCKS2003.nc',b'524',b'NC'
b'BLOCKS1984.nc',b'571',b'SP'
b'BLOCKS1980.nc',b'47',b'NP'
b'BLOCKS1986.nc',b'261',b'SA'
b'BLOCKS2013.nc',b'323',b'SA'
b'BLOCKS1982.nc',b'432',b'NP'
b'BLOCKS2010.nc',b'1217',b'SI'
b'BLOCKS1998.nc',b'431',b'NP'
b'BLOCKS2001.nc',b'91',b'SP'
b'BLOCKS1989.nc',b'238',b'NP'
b'BLOCKS1991.nc',b'343',b'NC'
b'BLOCKS2010.nc',b'1357',b'NA'
b'BLOCKS1980.nc',b'1076',b'SA'
b'BLOCKS1991.nc',b'185',b'NA'
b'BLOCKS1987.nc',b'363',b'NA'
b'BLOCKS1985.nc',b'875',b'NA'
b'BLOCKS1981.nc',b'472',b'SP'
b'BLOCKS1997.nc',b'1135',b'SP'
b'BLOCKS2014.nc',b'544',b'NA'
b'BLOCKS2002.nc',b'97',b'NP'
b'BLOCKS1982.nc',b'788',b'NP'
b'BLOCKS2003.nc',b'289',b'NA'
b'BLOCKS2001.nc',b'616',b'NP'
b'BLOCKS2003.nc',b'326',b'NA'
b'BLOCKS1981.nc',b'1033',b'NP'
b'BLOCKS2004.nc',b'490',b'NA'
b'BLOCKS2008.nc',b'1229',b'SA'
b'BLOCKS2011.nc',b'872',b'SA'
b'BLOCKS2002.nc',b'178',b'SI'
b'BLOCKS2000.nc',b'972',b'NC'
b'BLOCKS2001.nc',b'1423',b'SI'
b'BLOCKS1980.nc',b'352',b'SP'
b'BLOCKS1987.nc',b'22',b'SP'
b'BLOCKS2002.nc',b'1055',b'SA'
b'BLOCKS2008.nc',b'30',b'SP'
b'BLOCKS1984.nc',b'1172',b'NP'
b'BLOCKS2001.nc',b'160',b'SI'
b'BLOCKS2010.nc',b'46',b'NA'
b'BLOCKS1981.nc',b'675',b'NC'
b'BLOCKS1994.nc',b'132',b'NP'
b'BLOCKS2005.nc',b'204',b'SP'
b'BLOCKS1982.nc',b'796',b'NA'
b'BLOCKS1988.nc',b'1026',b'NA'
b'BLOCKS1991.nc',b'242',b'NP'
b'BLOCKS2012.nc',b'147',b'SA'
b'BLOCKS2002.nc',b'531',b'SP'
b'BLOCKS2011.nc',b'975',b'SP'
b'BLOCKS2012.nc',b'1232',b'NP'
b'BLOCKS1993.nc',b'659',b'SI'
b'BLOCKS2016.nc',b'186',b'NP'
b'BLOCKS2014.nc',b'436',b'SA'
b'BLOCKS1989.nc',b'962',b'NP'
b'BLOCKS2013.nc',b'433',b'SP'
b'BLOCKS1984.nc',b'590',b'NA'
b'BLOCKS1993.nc',b'965',b'NA'
b'BLOCKS1987.nc',b'797',b'NP'
b'BLOCKS2000.nc',b'291',b'NA'
b'BLOCKS2014.nc',b'291',b'NA'
b'BLOCKS1997.nc',b'1210',b'NC'
b'BLOCKS2005.nc',b'291',b'SI'
b'BLOCKS1983.nc',b'592',b'NP'
b'BLOCKS1991.nc',b'252',b'SP'
b'BLOCKS1981.nc',b'1353',b'SI'
b'BLOCKS1997.nc',b'1195',b'NC'
b'BLOCKS1985.nc',b'705',b'NP'
b'BLOCKS1996.nc',b'941',b'NP'
b'BLOCKS1994.nc',b'1230',b'SA'
b'BLOCKS1992.nc',b'1076',b'NA'
b'BLOCKS1996.nc',b'365',b'SP'
b'BLOCKS1983.nc',b'1286',b'NA'
b'BLOCKS1983.nc',b'1422',b'NP'
b'BLOCKS1989.nc',b'1105',b'NC'
b'BLOCKS1981.nc',b'1453',b'NA'
b'BLOCKS2014.nc',b'1339',b'SA'
b'BLOCKS1982.nc',b'1391',b'SP'
b'BLOCKS1980.nc',b'718',b'SA'
b'BLOCKS1995.nc',b'1406',b'SI'
b'BLOCKS2010.nc',b'640',b'SA'
b'BLOCKS2008.nc',b'1296',b'SP'
b'BLOCKS2010.nc',b'289',b'SP'
b'BLOCKS1995.nc',b'554',b'SA'
b'BLOCKS1994.nc',b'213',b'NA'
b'BLOCKS2012.nc',b'689',b'NA'
b'BLOCKS2016.nc',b'128',b'NA'
b'BLOCKS1993.nc',b'1345',b'SA'
b'BLOCKS1988.nc',b'840',b'SA'
b'BLOCKS2009.nc',b'1026',b'SP'
b'BLOCKS2005.nc',b'96',b'NA'
b'BLOCKS1984.nc',b'582',b'NA'
b'BLOCKS1995.nc',b'156',b'SP'
b'BLOCKS1988.nc',b'221',b'NP'
b'BLOCKS1991.nc',b'203',b'SP'
b'BLOCKS1991.nc',b'432',b'NP'
b'BLOCKS1986.nc',b'638',b'SI'
b'BLOCKS2002.nc',b'669',b'SP'
b'BLOCKS1998.nc',b'496',b'SP'
b'BLOCKS2008.nc',b'1428',b'NP'
b'BLOCKS2010.nc',b'284',b'SP'
b'BLOCKS1990.nc',b'1249',b'NP'
b'BLOCKS2014.nc',b'853',b'NP'
b'BLOCKS2006.nc',b'1338',b'SA'
b'BLOCKS2003.nc',b'1347',b'NP'
b'BLOCKS2009.nc',b'550',b'SP'
b'BLOCKS2008.nc',b'67',b'NC'
b'BLOCKS1981.nc',b'964',b'SP'
b'BLOCKS1984.nc',b'473',b'SI'
b'BLOCKS1983.nc',b'192',b'SP'
b'BLOCKS1994.nc',b'682',b'NP'
b'BLOCKS2013.nc',b'196',b'NP'
b'BLOCKS2011.nc',b'1381',b'SP'
b'BLOCKS2002.nc',b'119',b'NA'
b'BLOCKS2001.nc',b'1334',b'NC'
b'BLOCKS1995.nc',b'978',b'NC'
b'BLOCKS1985.nc',b'1327',b'NA'
b'BLOCKS2015.nc',b'1381',b'SA'
b'BLOCKS1991.nc',b'560',b'SP'
b'BLOCKS1998.nc',b'186',b'SA'
b'BLOCKS2006.nc',b'456',b'NA'
b'BLOCKS1985.nc',b'1072',b'NC'
b'BLOCKS1995.nc',b'552',b'NA'
b'BLOCKS1989.nc',b'423',b'NP'
b'BLOCKS2015.nc',b'396',b'NC'
b'BLOCKS2011.nc',b'195',b'NP'
b'BLOCKS1996.nc',b'357',b'NA'
b'BLOCKS1984.nc',b'1130',b'NP'
b'BLOCKS2012.nc',b'1214',b'NA'
b'BLOCKS2002.nc',b'1182',b'NC'
b'BLOCKS2013.nc',b'871',b'SI'
b'BLOCKS1989.nc',b'477',b'SP'
b'BLOCKS2009.nc',b'359',b'SA'
b'BLOCKS1982.nc',b'1164',b'NP'
b'BLOCKS2001.nc',b'1425',b'SI'
b'BLOCKS1994.nc',b'1364',b'NA'
b'BLOCKS1986.nc',b'867',b'SP'
b'BLOCKS1984.nc',b'1439',b'SA'
b'BLOCKS2002.nc',b'306',b'SI'
b'BLOCKS1986.nc',b'646',b'SP'
b'BLOCKS1988.nc',b'1371',b'SI'
b'BLOCKS2001.nc',b'247',b'NA'
b'BLOCKS1995.nc',b'1291',b'SA'
b'BLOCKS2007.nc',b'400',b'SI'
b'BLOCKS2010.nc',b'493',b'SA'
b'BLOCKS1986.nc',b'546',b'SI'
b'BLOCKS2010.nc',b'994',b'SA'
b'BLOCKS2004.nc',b'320',b'SA'
b'BLOCKS2013.nc',b'479',b'NA'
b'BLOCKS1981.nc',b'1401',b'SA'
b'BLOCKS1984.nc',b'390',b'SP'
b'BLOCKS1996.nc',b'1370',b'SA'
b'BLOCKS1981.nc',b'143',b'SI'
b'BLOCKS1994.nc',b'1366',b'NA'
b'BLOCKS2012.nc',b'240',b'SP'
b'BLOCKS1992.nc',b'1160',b'SI'
b'BLOCKS1996.nc',b'1167',b'NA'
b'BLOCKS1995.nc',b'185',b'NP'
b'BLOCKS2011.nc',b'199',b'NA'
b'BLOCKS2014.nc',b'1160',b'NA'
b'BLOCKS1994.nc',b'749',b'SA'
b'BLOCKS2006.nc',b'374',b'SP'
b'BLOCKS2000.nc',b'215',b'SP'
b'BLOCKS2010.nc',b'1262',b'SP'
b'BLOCKS1995.nc',b'806',b'NP'
b'BLOCKS1981.nc',b'1344',b'SA'
b'BLOCKS2004.nc',b'1261',b'NA'
b'BLOCKS2002.nc',b'1426',b'NA'
b'BLOCKS2000.nc',b'542',b'SP'
b'BLOCKS2005.nc',b'590',b'SP'
b'BLOCKS2001.nc',b'1410',b'NA'
b'BLOCKS1986.nc',b'267',b'SA'
b'BLOCKS1992.nc',b'342',b'SP'
b'BLOCKS1986.nc',b'198',b'SP'
b'BLOCKS1997.nc',b'473',b'NC'
b'BLOCKS2015.nc',b'1122',b'NP'
b'BLOCKS1997.nc',b'1131',b'NP'
b'BLOCKS2005.nc',b'293',b'NA'
b'BLOCKS2002.nc',b'425',b'NP'
b'BLOCKS2016.nc',b'1401',b'SP'
b'BLOCKS2006.nc',b'1265',b'NP'
b'BLOCKS2008.nc',b'80',b'NC'
b'BLOCKS1988.nc',b'411',b'SA'
b'BLOCKS2012.nc',b'1296',b'NA'
b'BLOCKS2014.nc',b'1281',b'NA'
b'BLOCKS1984.nc',b'235',b'NC'
b'BLOCKS2008.nc',b'583',b'SA'
b'BLOCKS2006.nc',b'647',b'NA'
b'BLOCKS1980.nc',b'42',b'NC'
b'BLOCKS1986.nc',b'1283',b'NP'
b'BLOCKS1997.nc',b'638',b'SI'
b'BLOCKS2005.nc',b'110',b'SA'
b'BLOCKS2012.nc',b'82',b'NP'
b'BLOCKS1992.nc',b'884',b'SP'
b'BLOCKS1997.nc',b'1335',b'SP'
b'BLOCKS2004.nc',b'1336',b'SP'
b'BLOCKS1997.nc',b'239',b'SI'
b'BLOCKS2016.nc',b'1448',b'SP'
b'BLOCKS1980.nc',b'59',b'SP'
b'BLOCKS2000.nc',b'1053',b'NP'
b'BLOCKS1986.nc',b'973',b'NC'
b'BLOCKS2000.nc',b'135',b'NC'
b'BLOCKS1981.nc',b'789',b'NP'
b'BLOCKS2001.nc',b'1038',b'NA'
b'BLOCKS1985.nc',b'980',b'SA'
b'BLOCKS2004.nc',b'1168',b'NP'
b'BLOCKS1993.nc',b'210',b'SP'
b'BLOCKS2004.nc',b'1361',b'NP'
b'BLOCKS1990.nc',b'1003',b'NP'
b'BLOCKS2015.nc',b'475',b'NC'
b'BLOCKS1996.nc',b'1015',b'NA'
b'BLOCKS1980.nc',b'1433',b'NP'
b'BLOCKS1987.nc',b'166',b'SP'
b'BLOCKS1996.nc',b'1219',b'SI'
b'BLOCKS2010.nc',b'1391',b'NP'
b'BLOCKS1986.nc',b'452',b'NA'
b'BLOCKS1987.nc',b'1051',b'SI'
b'BLOCKS1984.nc',b'923',b'NA'
b'BLOCKS2004.nc',b'584',b'NC'
b'BLOCKS2000.nc',b'567',b'NC'
b'BLOCKS1989.nc',b'1284',b'NP'
b'BLOCKS2001.nc',b'185',b'SA'
b'BLOCKS2010.nc',b'283',b'SP'
b'BLOCKS1992.nc',b'458',b'SA'
b'BLOCKS1986.nc',b'601',b'SI'
b'BLOCKS2011.nc',b'459',b'NA'
b'BLOCKS1995.nc',b'628',b'SA'
b'BLOCKS1980.nc',b'1338',b'NP'
b'BLOCKS1989.nc',b'1254',b'SI'
b'BLOCKS2012.nc',b'470',b'NA'
b'BLOCKS1985.nc',b'1212',b'NA'
b'BLOCKS2009.nc',b'1355',b'SA'
b'BLOCKS1990.nc',b'452',b'SI'
b'BLOCKS1994.nc',b'184',b'NC'
b'BLOCKS1990.nc',b'395',b'SA'
b'BLOCKS1992.nc',b'695',b'SI'
b'BLOCKS2015.nc',b'136',b'SI'
b'BLOCKS2014.nc',b'519',b'SI'
b'BLOCKS2009.nc',b'695',b'SI'
b'BLOCKS1981.nc',b'1148',b'NP'
b'BLOCKS1998.nc',b'1154',b'SP'
b'BLOCKS1993.nc',b'318',b'NP'
b'BLOCKS1989.nc',b'1184',b'SP'
b'BLOCKS2010.nc',b'675',b'NA'
b'BLOCKS2006.nc',b'1431',b'NA'
b'BLOCKS1991.nc',b'370',b'SP'
b'BLOCKS1985.nc',b'1333',b'NA'
b'BLOCKS1991.nc',b'1362',b'SI'
b'BLOCKS1991.nc',b'352',b'SP'
b'BLOCKS2016.nc',b'574',b'NP'
b'BLOCKS2011.nc',b'331',b'NA'
b'BLOCKS2008.nc',b'1398',b'NP'
b'BLOCKS1996.nc',b'1258',b'SP'
b'BLOCKS1995.nc',b'116',b'SP'
b'BLOCKS1989.nc',b'380',b'NP'
b'BLOCKS2016.nc',b'450',b'SA'
b'BLOCKS2005.nc',b'700',b'NP'
b'BLOCKS2016.nc',b'1380',b'SP'
b'BLOCKS1984.nc',b'195',b'NC'
b'BLOCKS1983.nc',b'76',b'SP'
b'BLOCKS1983.nc',b'1025',b'SI'
b'BLOCKS2005.nc',b'1336',b'SI'
b'BLOCKS1981.nc',b'1274',b'SP'
b'BLOCKS2014.nc',b'1264',b'NP'
b'BLOCKS1981.nc',b'1336',b'SA'
b'BLOCKS2005.nc',b'198',b'NA'
b'BLOCKS2006.nc',b'14',b'SP'
b'BLOCKS2005.nc',b'1345',b'NA'
b'BLOCKS1994.nc',b'1101',b'NP'
b'BLOCKS2007.nc',b'312',b'SI'
b'BLOCKS1990.nc',b'553',b'NA'
b'BLOCKS2000.nc',b'58',b'NA'
b'BLOCKS2001.nc',b'220',b'SP'
b'BLOCKS2007.nc',b'1325',b'NC'
b'BLOCKS2012.nc',b'1332',b'NP'
b'BLOCKS1996.nc',b'709',b'SP'
b'BLOCKS1982.nc',b'842',b'SA'
b'BLOCKS1980.nc',b'241',b'SP'
b'BLOCKS1997.nc',b'384',b'NC'
b'BLOCKS2016.nc',b'335',b'SA'
b'BLOCKS1988.nc',b'1429',b'SA'
b'BLOCKS1992.nc',b'1184',b'SA'
b'BLOCKS2005.nc',b'1007',b'NP'
b'BLOCKS2010.nc',b'75',b'SP'
b'BLOCKS1988.nc',b'205',b'SA'
b'BLOCKS1991.nc',b'1415',b'SP'
b'BLOCKS1998.nc',b'557',b'NA'
b'BLOCKS1985.nc',b'689',b'SI'
b'BLOCKS1987.nc',b'324',b'SI'
b'BLOCKS2009.nc',b'1151',b'NP'
b'BLOCKS1987.nc',b'234',b'SP'
b'BLOCKS2011.nc',b'59',b'SI'
b'BLOCKS1998.nc',b'508',b'NP'
b'BLOCKS2007.nc',b'1394',b'NA'
b'BLOCKS1994.nc',b'462',b'NA'
b'BLOCKS1998.nc',b'652',b'NC'
b'BLOCKS1996.nc',b'798',b'SA'
b'BLOCKS1983.nc',b'1290',b'NA'
b'BLOCKS2010.nc',b'1056',b'NA'
b'BLOCKS1988.nc',b'182',b'NA'
b'BLOCKS1996.nc',b'1452',b'SA'
b'BLOCKS2001.nc',b'1307',b'NC'
b'BLOCKS1980.nc',b'56',b'SI'
b'BLOCKS1996.nc',b'156',b'SA'
b'BLOCKS2004.nc',b'1178',b'NA'
b'BLOCKS2012.nc',b'1358',b'NC'
b'BLOCKS1998.nc',b'766',b'SA'
b'BLOCKS2016.nc',b'1222',b'SP'
b'BLOCKS2013.nc',b'102',b'SP'
b'BLOCKS1990.nc',b'42',b'SI'
b'BLOCKS2009.nc',b'704',b'SP'
b'BLOCKS1982.nc',b'198',b'NP'
b'BLOCKS1997.nc',b'291',b'SA'
b'BLOCKS1986.nc',b'616',b'SI'
b'BLOCKS1997.nc',b'582',b'NP'
b'BLOCKS1997.nc',b'1239',b'NC'
b'BLOCKS1996.nc',b'68',b'SI'
b'BLOCKS2012.nc',b'1125',b'NP'
b'BLOCKS2000.nc',b'405',b'SI'
b'BLOCKS2016.nc',b'1218',b'SP'
b'BLOCKS2000.nc',b'473',b'NC'
b'BLOCKS1984.nc',b'990',b'NA'
b'BLOCKS2009.nc',b'336',b'NP'
b'BLOCKS2006.nc',b'673',b'NP'
b'BLOCKS1987.nc',b'511',b'NP'
b'BLOCKS1998.nc',b'739',b'NA'
b'BLOCKS2000.nc',b'951',b'NA'
b'BLOCKS2002.nc',b'176',b'SI'
b'BLOCKS1997.nc',b'404',b'SP'
b'BLOCKS1986.nc',b'604',b'NP'
b'BLOCKS2015.nc',b'575',b'SI'
b'BLOCKS1991.nc',b'1169',b'NA'
b'BLOCKS2002.nc',b'1341',b'SP'
b'BLOCKS1996.nc',b'1032',b'NP'
b'BLOCKS2016.nc',b'1104',b'SI'
b'BLOCKS2011.nc',b'733',b'SI'
b'BLOCKS2013.nc',b'198',b'NP'
b'BLOCKS2011.nc',b'415',b'NC'
b'BLOCKS2016.nc',b'957',b'SP'
b'BLOCKS1997.nc',b'861',b'NP'
b'BLOCKS1983.nc',b'356',b'NC'
b'BLOCKS1998.nc',b'515',b'SP'
b'BLOCKS1990.nc',b'1423',b'NP'
b'BLOCKS2015.nc',b'141',b'NP'
b'BLOCKS1997.nc',b'1215',b'NA'
b'BLOCKS2007.nc',b'316',b'SA'
b'BLOCKS2010.nc',b'428',b'NP'
b'BLOCKS2004.nc',b'687',b'NP'
b'BLOCKS2004.nc',b'1195',b'NP'
b'BLOCKS1988.nc',b'1454',b'SA'
b'BLOCKS1984.nc',b'261',b'NC'
b'BLOCKS2015.nc',b'569',b'SP'
b'BLOCKS1993.nc',b'68',b'SP'
b'BLOCKS1985.nc',b'702',b'SI'
b'BLOCKS2006.nc',b'475',b'NP'
b'BLOCKS2000.nc',b'244',b'NC'
b'BLOCKS1986.nc',b'1380',b'SP'
b'BLOCKS2005.nc',b'1416',b'SP'
b'BLOCKS2003.nc',b'1338',b'NP'
b'BLOCKS1987.nc',b'25',b'NA'
b'BLOCKS2004.nc',b'1453',b'NP'
b'BLOCKS2012.nc',b'1416',b'NP'
b'BLOCKS1986.nc',b'197',b'SI'
b'BLOCKS1997.nc',b'1350',b'NP'
b'BLOCKS1996.nc',b'866',b'NP'
b'BLOCKS1986.nc',b'1064',b'NP'
b'BLOCKS2005.nc',b'1386',b'NA'
b'BLOCKS2011.nc',b'111',b'SI'
b'BLOCKS2014.nc',b'535',b'NP'
b'BLOCKS2011.nc',b'506',b'SA'
b'BLOCKS1980.nc',b'333',b'NA'
b'BLOCKS1981.nc',b'260',b'SP'
b'BLOCKS2007.nc',b'442',b'SP'
b'BLOCKS2004.nc',b'288',b'NC'
b'BLOCKS1980.nc',b'1291',b'SP'
b'BLOCKS1990.nc',b'1293',b'NP'
b'BLOCKS1980.nc',b'28',b'NP'
b'BLOCKS1981.nc',b'983',b'NA'
b'BLOCKS1982.nc',b'2',b'SA'
b'BLOCKS2001.nc',b'1457',b'SI'
b'BLOCKS1991.nc',b'1240',b'NC'
b'BLOCKS1986.nc',b'185',b'NP'
b'BLOCKS2015.nc',b'1404',b'NP'
b'BLOCKS1981.nc',b'391',b'NP'
